datetime,city,pm25,temperature,humidity,wind_speed,precipitation,industrial_index
2023-10-05 05:00:00,CityA,75.38948267149108,3.45,58.9,2.66,0.063,1.022
2023-10-05 06:00:00,CityA,57.84451121504407,3.34,40.8,1.89,0.177,0.805
2023-10-05 07:00:00,CityA,61.14747663715075,5.37,59.2,3.66,0.216,1.099
2023-10-05 08:00:00,CityA,77.95469494909239,7.27,49.0,2.32,0.0,1.144
2023-10-05 09:00:00,CityA,69.14950188532502,5.69,35.4,2.69,0.173,0.984
2023-10-05 10:00:00,CityA,80.38915569931541,2.8,36.2,3.52,0.156,0.971
2023-10-05 11:00:00,CityA,75.94275897827416,5.6,27.7,2.08,0.023,1.068
2023-10-05 12:00:00,CityA,72.60258802645987,6.11,30.6,2.97,0.095,1.333
2023-10-05 13:00:00,CityA,75.0826371341279,,35.7,2.29,0.079,1.253
2023-10-05 14:00:00,CityA,63.71038896586828,0.98,49.0,,0.134,1.039
2023-10-05 15:00:00,CityA,84.78111265558032,9.4,38.7,0.92,0.185,1.549
2023-10-05 16:00:00,CityA,71.14912670609728,4.65,33.7,0.13,0.121,1.135
2023-10-05 17:00:00,CityA,72.9989382775429,8.07,58.5,1.88,0.081,0.989
2023-10-05 18:00:00,CityA,63.357968661275734,2.93,51.7,2.23,0.127,1.238
2023-10-05 19:00:00,CityA,66.98502923414198,4.39,42.1,1.57,0.023,1.074
2023-10-05 20:00:00,CityA,57.46296893691465,3.36,67.1,0.71,0.044,0.914
2023-10-05 21:00:00,CityA,67.89458103338374,3.82,77.1,1.89,0.069,1.142
2023-10-05 22:00:00,CityA,77.72871909162855,8.87,69.5,4.37,0.003,0.947
2023-10-05 23:00:00,CityA,72.34274595427517,6.06,53.4,0.36,0.076,1.163
2023-10-06 00:00:00,CityA,82.43349839698426,-0.19,74.1,3.02,0.202,1.136
2023-10-06 01:00:00,CityA,87.5744466486475,5.66,71.4,1.9,0.009,1.14
2023-10-06 02:00:00,CityA,68.41042736826974,5.09,65.6,,0.012,0.761
2023-10-06 03:00:00,CityA,51.36452207738718,3.88,75.4,4.14,0.349,0.69
2023-10-06 04:00:00,CityA,74.29327347958474,3.29,57.2,3.98,0.208,0.978
2023-10-06 05:00:00,CityA,86.7777092989753,9.73,58.1,3.08,0.018,0.863
2023-10-06 06:00:00,CityA,73.08899369378933,6.74,51.7,3.01,0.201,1.036
2023-10-06 07:00:00,CityA,69.69957355655397,4.38,50.8,1.45,0.065,0.861
2023-10-06 08:00:00,CityA,82.29692142037501,3.43,33.7,0.71,0.167,1.082
2023-10-06 09:00:00,CityA,58.5695215129109,2.52,36.9,3.05,0.028,0.868
2023-10-06 10:00:00,CityA,64.29931731221048,5.86,22.6,0.41,0.035,1.259
2023-10-06 11:00:00,CityA,75.9804645597166,3.9,25.6,1.3,0.092,0.732
2023-10-06 12:00:00,CityA,76.83426841355643,4.1,31.8,2.01,0.084,1.404
2023-10-06 13:00:00,CityA,69.73627726321203,2.41,36.7,3.25,0.027,1.201
2023-10-06 14:00:00,CityA,76.10144261007287,7.92,33.1,3.01,0.069,1.298
2023-10-06 15:00:00,CityA,68.93098485757952,,44.6,2.45,0.007,0.842
2023-10-06 16:00:00,CityA,74.68217351132078,6.02,44.5,4.63,0.148,1.01
2023-10-06 17:00:00,CityA,66.54388421729867,4.93,52.4,2.35,0.087,1.145
2023-10-06 18:00:00,CityA,78.15459738480547,1.31,36.6,0.66,0.068,0.982
2023-10-06 19:00:00,CityA,63.28761984084164,4.54,64.9,2.73,0.116,1.083
2023-10-06 20:00:00,CityA,64.17319483853157,4.79,53.2,2.73,0.036,0.683
2023-10-06 21:00:00,CityA,79.30360619806129,5.25,56.7,3.85,0.092,0.935
2023-10-06 22:00:00,CityA,90.07136118184714,8.5,67.0,1.91,0.131,1.405
2023-10-06 23:00:00,CityA,81.34269726333073,7.88,64.3,1.5,0.042,1.116
2023-10-07 00:00:00,CityA,57.285809820059086,4.04,81.5,,0.001,0.946
2023-10-07 01:00:00,CityA,80.55516594287845,,64.1,1.75,0.041,1.377
2023-10-07 02:00:00,CityA,79.38541618737845,3.46,65.0,3.35,0.028,1.133
2023-10-07 03:00:00,CityA,73.37586381868208,2.76,59.9,1.26,0.15,1.127
2023-10-07 04:00:00,CityA,79.42000380318294,2.81,65.4,4.85,0.022,1.109
2023-10-07 05:00:00,CityA,84.0836911963582,2.68,52.4,4.4,0.007,1.043
2023-10-07 06:00:00,CityA,60.907846658904816,8.02,60.2,2.7,0.014,0.992
2023-10-07 07:00:00,CityA,70.4037312356116,8.14,47.7,3.13,0.083,1.111
2023-10-07 08:00:00,CityA,80.64482156290427,3.97,39.4,1.36,0.08,1.107
2023-10-07 09:00:00,CityA,74.09496888783958,0.84,35.7,3.26,0.004,0.645
2023-10-07 10:00:00,CityA,67.8349067451559,4.67,44.8,2.89,0.045,1.046
2023-10-07 11:00:00,CityA,66.07664722446968,5.19,35.3,1.27,0.005,0.939
2023-10-07 12:00:00,CityA,72.55532259040383,4.44,30.4,4.82,0.052,0.935
2023-10-07 13:00:00,CityA,65.30855450269416,3.69,31.8,4.99,0.118,1.128
2023-10-07 14:00:00,CityA,58.38384974300501,4.29,23.8,2.97,0.285,1.008
2023-10-07 15:00:00,CityA,68.91436319653793,8.4,20.5,2.83,0.005,0.596
2023-10-07 16:00:00,CityA,61.31586811583753,4.65,44.5,4.5,0.121,1.065
2023-10-07 17:00:00,CityA,77.21722805527835,,48.5,4.27,0.03,0.92
2023-10-07 18:00:00,CityA,80.03984977116446,4.05,49.9,1.34,0.032,0.931
2023-10-07 19:00:00,CityA,66.36812271820841,-0.38,45.0,4.89,0.204,1.021
2023-10-07 20:00:00,CityA,44.83701184674253,10.25,59.1,1.9,0.154,0.849
2023-10-07 21:00:00,CityA,79.99348851147609,6.33,70.3,3.33,0.042,1.42
2023-10-07 22:00:00,CityA,87.05223072797739,7.41,55.6,1.66,0.037,0.798
2023-10-07 23:00:00,CityA,79.218162568147,8.73,70.6,2.02,0.04,1.219
2023-10-08 00:00:00,CityA,87.32795835698369,5.24,65.9,1.1,0.104,1.061
2023-10-08 01:00:00,CityA,78.32561604259507,5.63,68.2,1.53,0.618,1.223
2023-10-08 02:00:00,CityA,72.03291406829452,3.76,65.1,1.97,0.072,0.82
2023-10-08 03:00:00,CityA,63.47822071014712,4.99,76.1,3.33,0.051,0.886
2023-10-08 04:00:00,CityA,69.58597420601717,4.84,77.3,1.68,0.185,1.142
2023-10-08 05:00:00,CityA,77.97829408873427,3.16,67.5,3.09,0.031,1.019
2023-10-08 06:00:00,CityA,61.25080401421985,6.42,42.9,3.56,0.248,1.164
2023-10-08 07:00:00,CityA,66.79773684391141,7.66,50.2,3.49,0.085,1.128
2023-10-08 08:00:00,CityA,64.49001809808428,9.64,41.8,3.9,0.042,0.916
2023-10-08 09:00:00,CityA,70.99175739301755,8.7,38.2,4.38,0.014,1.107
2023-10-08 10:00:00,CityA,63.314826002742436,3.37,41.0,3.76,0.056,0.67
2023-10-08 11:00:00,CityA,67.42796552914534,,33.8,2.68,0.006,1.315
2023-10-08 12:00:00,CityA,60.386574164822484,5.91,25.2,2.98,0.094,0.649
2023-10-08 13:00:00,CityA,68.8384897411485,3.08,31.5,0.89,0.125,1.18
2023-10-08 14:00:00,CityA,65.0821761244105,2.32,32.0,1.01,0.005,0.86
2023-10-08 15:00:00,CityA,61.04374055337033,6.98,28.2,3.7,0.033,0.564
2023-10-08 16:00:00,CityA,69.36982727018832,6.47,51.9,2.69,0.099,1.275
2023-10-08 17:00:00,CityA,77.00699214347291,3.27,33.5,2.37,0.009,1.245
2023-10-08 18:00:00,CityA,63.50368387781401,7.78,42.4,4.93,0.046,0.95
2023-10-08 19:00:00,CityA,47.064345085683385,6.78,67.8,2.15,0.037,0.824
2023-10-08 20:00:00,CityA,57.81712754274708,2.89,59.3,1.74,0.142,0.944
2023-10-08 21:00:00,CityA,71.42821013159117,3.86,66.4,3.33,0.075,0.924
2023-10-08 22:00:00,CityA,92.42602439326384,7.37,70.4,1.56,0.034,1.111
2023-10-08 23:00:00,CityA,64.21916789606136,6.6,70.8,1.83,0.133,0.887
2023-10-09 00:00:00,CityA,93.41240892708487,6.6,50.6,1.69,0.011,1.282
2023-10-09 01:00:00,CityA,74.55868330894306,7.41,79.3,3.51,0.003,1.075
2023-10-09 02:00:00,CityA,79.89623193026443,5.18,56.7,1.47,0.139,1.15
2023-10-09 03:00:00,CityA,66.89293899553049,5.55,70.5,1.87,0.053,0.851
2023-10-09 04:00:00,CityA,81.92623955010068,4.7,66.8,2.46,0.146,1.008
2023-10-09 05:00:00,CityA,75.96266070577568,4.79,54.2,3.83,0.094,0.832
2023-10-09 06:00:00,CityA,58.36307578831094,3.01,41.4,1.06,0.029,0.845
2023-10-09 07:00:00,CityA,74.3736631839577,1.97,34.4,,0.155,0.918
2023-10-09 08:00:00,CityA,81.2251971244681,5.74,35.0,2.95,0.121,1.31
2023-10-09 09:00:00,CityA,84.10173391224593,2.88,27.2,1.8,0.027,1.23
2023-10-09 10:00:00,CityA,74.68066744566562,3.64,33.7,1.79,0.008,0.681
2023-10-09 11:00:00,CityA,72.24319625977968,7.02,37.1,0.56,0.011,1.216
2023-10-09 12:00:00,CityA,68.19904419988738,3.53,32.4,2.96,0.06,1.175
2023-10-09 13:00:00,CityA,59.10872829414622,6.06,47.8,3.42,0.263,0.964
2023-10-09 14:00:00,CityA,54.79267807469448,4.3,34.6,1.53,0.025,0.939
2023-10-09 15:00:00,CityA,62.11227082708798,5.07,32.0,1.19,0.121,0.989
2023-10-09 16:00:00,CityA,70.41573784123254,3.45,28.5,3.17,0.113,0.735
2023-10-09 17:00:00,CityA,76.67904613793344,4.95,44.9,2.99,0.078,0.776
2023-10-09 18:00:00,CityA,92.78352063972052,5.37,66.9,1.99,0.088,1.256
2023-10-09 19:00:00,CityA,64.05866091489969,5.0,64.6,2.48,0.115,1.34
2023-10-09 20:00:00,CityA,69.41203205567476,6.94,57.7,2.65,0.004,1.017
2023-10-09 21:00:00,CityA,74.5786349000115,5.83,67.2,3.73,0.005,0.533
2023-10-09 22:00:00,CityA,86.28693523847987,8.39,68.8,0.89,0.092,1.149
2023-10-09 23:00:00,CityA,78.6480261659332,3.9,70.9,3.79,0.203,1.035
2023-10-10 00:00:00,CityA,60.16865560190324,4.86,64.5,2.95,0.021,0.774
2023-10-10 01:00:00,CityA,81.3469855897572,4.82,64.8,1.78,0.003,0.803
2023-10-10 02:00:00,CityA,68.08808960252445,7.04,77.8,2.31,0.084,0.913
2023-10-10 03:00:00,CityA,76.65838608659371,6.51,77.5,2.53,0.163,0.999
2023-10-10 04:00:00,CityA,81.07705951270073,6.2,54.4,2.28,0.099,0.798
2023-10-10 05:00:00,CityA,96.74284272812383,6.81,60.4,2.76,0.082,1.188
2023-10-10 06:00:00,CityA,68.67442594621363,5.19,48.1,3.06,0.021,0.963
2023-10-10 07:00:00,CityA,73.7682436288985,1.15,25.2,1.94,0.038,1.058
2023-10-10 08:00:00,CityA,63.0697927577823,9.3,27.9,4.74,0.122,1.276
2023-10-10 09:00:00,CityA,69.60192532652083,6.6,23.2,,0.089,0.894
2023-10-10 10:00:00,CityA,60.62018870190182,3.18,40.2,2.29,0.569,1.082
2023-10-10 11:00:00,CityA,67.1453296048091,4.93,24.9,2.17,0.058,1.279
2023-10-10 12:00:00,CityA,77.63326268329845,9.67,32.4,2.57,0.046,0.892
2023-10-10 13:00:00,CityA,65.9866725962983,6.3,23.6,3.05,0.115,0.584
2023-10-10 14:00:00,CityA,64.4130117870377,5.45,48.1,2.38,0.128,1.075
2023-10-10 15:00:00,CityA,63.73140658923529,6.38,31.1,3.92,0.014,0.565
2023-10-10 16:00:00,CityA,68.89538594832146,3.68,42.6,2.23,0.073,0.797
2023-10-10 17:00:00,CityA,79.23068739479785,7.44,,2.71,0.091,1.256
2023-10-10 18:00:00,CityA,66.39711854699485,4.96,52.3,,0.019,0.926
2023-10-10 19:00:00,CityA,59.65549337567079,3.95,50.5,1.06,0.427,1.264
2023-10-10 20:00:00,CityA,71.30324042398175,3.33,51.5,2.93,0.026,0.695
2023-10-10 21:00:00,CityA,80.98575871097025,7.33,61.0,2.44,0.002,1.247
2023-10-10 22:00:00,CityA,59.90493244533181,2.38,83.4,2.3,0.045,1.05
2023-10-10 23:00:00,CityA,64.54976034922565,,69.3,2.51,0.005,1.026
2023-10-11 00:00:00,CityA,79.66821185080653,5.65,70.3,4.17,0.024,1.2
2023-10-11 01:00:00,CityA,90.95215026794584,3.23,71.3,,0.058,0.802
2023-10-11 02:00:00,CityA,74.22622667011198,5.86,62.2,0.13,0.082,1.155
2023-10-11 03:00:00,CityA,82.1728438149561,1.96,53.7,3.08,0.138,1.227
2023-10-11 04:00:00,CityA,64.13939238935991,4.96,69.7,3.13,0.054,0.839
2023-10-11 05:00:00,CityA,81.94414234313425,5.43,44.0,3.95,0.041,0.99
2023-10-11 06:00:00,CityA,67.00935098723703,7.12,61.8,2.78,0.039,0.911
2023-10-11 07:00:00,CityA,80.11711184960882,7.53,36.2,1.12,0.131,1.392
2023-10-11 08:00:00,CityA,74.67523575219869,5.87,35.9,3.52,0.012,0.695
2023-10-11 09:00:00,CityA,77.35599332985674,,40.7,2.14,0.108,0.944
2023-10-11 10:00:00,CityA,63.87254815745269,5.15,,1.86,0.114,0.603
2023-10-11 11:00:00,CityA,82.5829704508285,8.14,16.3,3.0,0.055,1.192
2023-10-11 12:00:00,CityA,68.50971800538356,8.1,22.7,3.22,0.094,0.896
2023-10-11 13:00:00,CityA,62.07754847130816,8.07,27.6,1.03,0.048,0.779
2023-10-11 14:00:00,CityA,62.926848100850194,4.47,34.0,2.61,0.203,0.995
2023-10-11 15:00:00,CityA,73.33719698566318,5.31,43.4,2.54,0.012,0.967
2023-10-11 16:00:00,CityA,64.2608511411342,5.8,46.9,,0.179,1.169
2023-10-11 17:00:00,CityA,60.779222535841754,5.98,37.2,2.9,0.204,0.766
2023-10-11 18:00:00,CityA,58.966368735495095,8.1,48.6,2.81,0.121,0.607
2023-10-11 19:00:00,CityA,76.28350250797838,2.54,41.1,0.89,0.035,1.199
2023-10-11 20:00:00,CityA,58.60483372471262,4.1,55.7,2.08,0.112,1.032
2023-10-11 21:00:00,CityA,82.85951489436104,2.23,50.4,1.42,0.184,1.014
2023-10-11 22:00:00,CityA,77.30227775804299,3.56,68.4,3.15,0.005,1.329
2023-10-11 23:00:00,CityA,82.96379260492456,3.84,73.2,1.49,0.264,0.973
2023-10-12 00:00:00,CityA,70.09004497945243,1.64,58.6,0.83,0.026,1.24
2023-10-12 01:00:00,CityA,74.19068890441382,8.01,70.1,0.72,0.044,0.764
2023-10-12 02:00:00,CityA,78.287493395233,2.71,69.1,3.79,0.055,1.195
2023-10-12 03:00:00,CityA,73.9674623240384,6.01,60.6,2.2,0.023,0.693
2023-10-12 04:00:00,CityA,85.57665429346278,2.64,72.4,2.65,0.097,1.196
2023-10-12 05:00:00,CityA,63.517144822685594,5.29,63.3,3.26,0.057,0.736
2023-10-12 06:00:00,CityA,71.64014194932733,5.47,48.8,3.47,0.155,0.732
2023-10-12 07:00:00,CityA,65.57335607640353,2.89,40.8,2.24,0.025,0.835
2023-10-12 08:00:00,CityA,74.75568308488549,2.96,46.9,3.53,0.228,1.336
2023-10-12 09:00:00,CityA,67.9405989434352,5.49,35.2,2.44,0.194,1.04
2023-10-12 10:00:00,CityA,69.45722969501554,,42.0,2.07,0.007,1.269
2023-10-12 11:00:00,CityA,71.28264003457528,5.93,29.6,3.23,0.009,1.101
2023-10-12 12:00:00,CityA,64.032708264996,6.7,,2.38,0.211,0.743
2023-10-12 13:00:00,CityA,80.88020549121407,4.54,32.2,3.31,0.126,1.017
2023-10-12 14:00:00,CityA,62.40097286285469,5.81,40.7,1.64,0.28,1.092
2023-10-12 15:00:00,CityA,44.8177296264747,6.57,21.0,3.7,0.108,0.74
2023-10-12 16:00:00,CityA,86.6940986522394,5.95,26.9,1.98,0.007,1.168
2023-10-12 17:00:00,CityA,77.65852127790612,6.4,44.5,3.43,0.027,1.171
2023-10-12 18:00:00,CityA,66.92472898734165,8.57,44.8,1.18,0.143,1.062
2023-10-12 19:00:00,CityA,66.97875727168766,6.57,55.1,2.56,0.065,0.799
2023-10-12 20:00:00,CityA,65.85594036246144,5.57,67.7,2.85,0.072,1.147
2023-10-12 21:00:00,CityA,65.50678156041276,6.47,53.8,2.5,0.295,0.869
2023-10-12 22:00:00,CityA,66.4514496668243,4.78,59.9,3.44,0.037,0.824
2023-10-12 23:00:00,CityA,69.09473500843949,6.26,74.7,1.9,0.046,0.935
2023-10-13 00:00:00,CityA,65.55461238989417,3.52,67.9,2.72,0.019,0.957
2023-10-13 01:00:00,CityA,77.9787728473723,4.61,65.1,2.59,0.056,1.104
2023-10-13 02:00:00,CityA,50.00998340301706,7.26,61.4,2.31,0.025,0.787
2023-10-13 03:00:00,CityA,74.44090579128863,4.51,54.3,2.81,0.081,0.889
2023-10-13 04:00:00,CityA,75.66606788413885,4.34,58.4,4.12,0.04,1.02
2023-10-13 05:00:00,CityA,76.0597683658415,5.03,65.5,0.37,0.072,1.269
2023-10-13 06:00:00,CityA,47.50826106450893,9.56,50.2,2.81,0.045,0.947
2023-10-13 07:00:00,CityA,76.53065899830494,4.47,50.6,1.71,0.011,1.241
2023-10-13 08:00:00,CityA,61.5490556631376,4.69,39.0,2.7,0.254,0.834
2023-10-13 09:00:00,CityA,59.270852426634164,5.19,42.6,2.7,0.039,0.78
2023-10-13 10:00:00,CityA,73.90040705151338,,33.0,3.36,0.051,1.266
2023-10-13 11:00:00,CityA,65.68141611043241,5.57,35.5,3.95,0.099,1.034
2023-10-13 12:00:00,CityA,60.32875578149641,-1.9,18.5,0.65,0.055,0.711
2023-10-13 13:00:00,CityA,75.57499571997761,6.72,30.5,0.74,0.09,1.199
2023-10-13 14:00:00,CityA,68.72575146900299,1.03,44.9,2.9,0.061,0.976
2023-10-13 15:00:00,CityA,62.20440914005229,4.81,36.2,2.61,0.14,1.056
2023-10-13 16:00:00,CityA,69.13831629065643,4.26,31.6,3.66,0.008,0.685
2023-10-13 17:00:00,CityA,73.7787549474168,3.3,33.5,3.71,0.016,0.858
2023-10-13 18:00:00,CityA,68.25470413747489,7.82,,2.07,0.002,1.251
2023-10-13 19:00:00,CityA,78.44620140711119,7.67,58.6,3.04,0.069,1.212
2023-10-13 20:00:00,CityA,65.5469390304129,10.17,64.4,2.83,0.06,1.272
2023-10-13 21:00:00,CityA,78.44181672643967,5.17,72.4,2.29,0.103,0.81
2023-10-13 22:00:00,CityA,67.08656755622835,4.09,63.0,3.63,0.098,0.875
2023-10-13 23:00:00,CityA,79.69131137502099,3.95,69.4,2.51,0.317,0.974
2023-10-14 00:00:00,CityA,77.58520893825535,6.67,56.0,3.82,0.123,1.38
2023-10-14 01:00:00,CityA,72.21452540990093,5.51,74.1,2.17,0.089,1.179
2023-10-14 02:00:00,CityA,80.95975178984959,3.92,55.4,3.15,0.13,0.922
2023-10-14 03:00:00,CityA,86.72461792402882,4.86,65.7,2.89,0.223,1.166
2023-10-14 04:00:00,CityA,60.307750195870085,1.77,55.5,2.27,0.027,0.804
2023-10-14 05:00:00,CityA,54.29736082317396,4.06,56.4,3.07,0.388,1.111
2023-10-14 06:00:00,CityA,56.201731077441465,5.9,47.8,2.91,0.161,0.764
2023-10-14 07:00:00,CityA,72.25263625081863,5.34,55.7,3.07,0.021,1.114
2023-10-14 08:00:00,CityA,69.69151372533119,4.92,41.6,2.44,0.108,0.924
2023-10-14 09:00:00,CityA,64.02987410556314,6.35,41.8,2.25,0.117,0.809
2023-10-14 10:00:00,CityA,67.46158762365556,5.69,,2.93,0.035,0.808
2023-10-14 11:00:00,CityA,74.59112957470109,4.18,52.0,2.27,0.235,1.385
2023-10-14 12:00:00,CityA,77.74363341233209,6.14,23.2,1.32,0.111,1.124
2023-10-14 13:00:00,CityA,66.10222892046524,2.31,40.5,3.57,0.24,0.923
2023-10-14 14:00:00,CityA,87.38027696451938,3.87,22.2,2.54,0.105,1.222
2023-10-14 15:00:00,CityA,66.54227149479209,1.69,31.2,3.42,0.269,1.008
2023-10-14 16:00:00,CityA,68.69565219678147,5.06,41.1,4.38,0.034,1.113
2023-10-14 17:00:00,CityA,75.94317206705048,6.71,41.2,3.03,0.022,0.854
2023-10-14 18:00:00,CityA,81.38368383219436,5.29,47.7,2.53,0.031,1.043
2023-10-14 19:00:00,CityA,73.0523365044608,2.48,60.4,2.84,0.24,1.076
2023-10-14 20:00:00,CityA,68.56026996386908,8.83,55.7,1.38,0.071,1.132
2023-10-14 21:00:00,CityA,76.86169992909178,4.75,72.3,1.91,0.047,0.851
2023-10-14 22:00:00,CityA,78.47675945982769,3.67,71.7,1.49,0.075,0.995
2023-10-14 23:00:00,CityA,70.95639647624549,6.39,69.2,1.85,0.191,0.899
2023-10-15 00:00:00,CityA,74.33366080667662,6.24,54.8,3.02,0.101,0.812
2023-10-15 01:00:00,CityA,76.89860596390362,2.2,65.6,3.67,0.028,0.916
2023-10-15 02:00:00,CityA,75.01638313668035,4.86,71.3,3.5,0.025,1.069
2023-10-15 03:00:00,CityA,91.79019798795613,4.35,64.3,3.53,0.076,1.137
2023-10-15 04:00:00,CityA,88.29927215741968,5.18,54.8,3.81,0.13,1.273
2023-10-15 05:00:00,CityA,83.040357741407,5.09,66.7,0.33,0.152,1.091
2023-10-15 06:00:00,CityA,83.8268069165139,,43.5,3.83,0.088,1.061
2023-10-15 07:00:00,CityA,71.93916489036066,6.26,44.2,3.48,0.137,1.275
2023-10-15 08:00:00,CityA,65.6160784272347,5.28,42.2,4.59,0.17,0.752
2023-10-15 09:00:00,CityA,66.43093840180404,8.43,53.2,2.17,0.166,1.247
2023-10-15 10:00:00,CityA,64.72810311101048,4.9,24.7,4.48,0.012,0.963
2023-10-15 11:00:00,CityA,72.72543843162612,2.59,27.2,3.91,0.179,1.286
2023-10-15 12:00:00,CityA,68.35756544952538,6.47,30.3,1.37,0.351,0.717
2023-10-15 13:00:00,CityA,58.47713928720267,6.5,33.0,0.64,0.038,1.049
2023-10-15 14:00:00,CityA,75.18316553878937,3.41,26.3,2.55,0.049,1.293
2023-10-15 15:00:00,CityA,63.36528979608743,6.64,30.3,2.32,0.013,0.924
2023-10-15 16:00:00,CityA,65.50795594328513,4.93,40.0,2.02,0.029,0.909
2023-10-15 17:00:00,CityA,78.1379848425129,4.06,45.2,2.73,0.144,1.106
2023-10-15 18:00:00,CityA,62.43366181932757,6.85,61.4,3.09,0.021,1.041
2023-10-15 19:00:00,CityA,43.08116200454742,4.48,53.7,3.72,0.238,0.728
2023-10-15 20:00:00,CityA,71.3070798767317,9.3,52.1,1.81,0.099,1.246
2023-10-15 21:00:00,CityA,70.67593434781898,2.2,72.0,2.62,0.226,0.911
2023-10-15 22:00:00,CityA,71.81608868317426,4.21,67.2,3.8,0.046,0.72
2023-10-15 23:00:00,CityA,87.56689817878686,6.24,59.2,3.98,0.004,1.179
2023-10-16 00:00:00,CityA,80.59578803840573,0.06,77.1,4.15,0.125,1.051
2023-10-16 01:00:00,CityA,72.53232547085628,5.55,68.3,2.53,0.096,0.868
2023-10-16 02:00:00,CityA,75.381662798426,8.77,60.1,3.12,0.184,1.064
2023-10-16 03:00:00,CityA,73.6295093023727,3.17,51.1,3.3,0.02,0.896
2023-10-16 04:00:00,CityA,60.5060836151829,4.2,62.8,1.65,0.125,0.858
2023-10-16 05:00:00,CityA,80.15461373806102,3.1,66.7,1.92,0.001,1.326
2023-10-16 06:00:00,CityA,80.392460243548,10.42,56.2,4.33,0.006,1.199
2023-10-16 07:00:00,CityA,70.43922498462182,6.59,54.1,3.75,0.209,0.906
2023-10-16 08:00:00,CityA,71.19168756891065,4.6,40.7,3.22,0.032,0.988
2023-10-16 09:00:00,CityA,85.47158367556267,3.83,25.8,0.98,0.087,0.791
2023-10-16 10:00:00,CityA,69.53389588941945,5.46,32.7,2.07,0.215,0.794
2023-10-16 11:00:00,CityA,72.7942728794789,4.81,39.8,2.46,0.004,1.353
2023-10-16 12:00:00,CityA,67.12059105810988,5.61,38.0,,0.062,1.036
2023-10-16 13:00:00,CityA,58.37143393325739,8.67,29.0,3.53,0.088,1.013
2023-10-16 14:00:00,CityA,54.589246160522585,3.6,27.0,2.23,0.014,0.762
2023-10-16 15:00:00,CityA,53.91986296741544,2.12,36.6,0.75,0.091,0.636
2023-10-16 16:00:00,CityA,89.6580808590333,5.45,40.8,1.91,0.068,1.439
2023-10-16 17:00:00,CityA,66.86033571033373,6.11,50.8,3.03,0.007,1.211
2023-10-16 18:00:00,CityA,56.55918755530401,8.88,49.5,2.92,0.275,1.0
2023-10-16 19:00:00,CityA,75.5429714111725,2.02,47.8,2.34,0.052,1.11
2023-10-16 20:00:00,CityA,58.00514493103897,5.03,71.9,2.49,0.186,0.708
2023-10-16 21:00:00,CityA,99.26607759184955,4.95,,4.9,0.035,1.115
2023-10-16 22:00:00,CityA,62.70008343240878,7.42,68.4,3.02,0.114,0.62
2023-10-16 23:00:00,CityA,82.21131573837891,7.75,59.1,2.64,0.058,0.876
2023-10-17 00:00:00,CityA,76.45031912308117,4.64,74.8,2.62,0.045,0.923
2023-10-17 01:00:00,CityA,77.46361820072777,5.34,63.9,2.63,0.003,0.696
2023-10-17 02:00:00,CityA,58.08149178487049,2.74,75.2,3.0,0.149,0.626
2023-10-17 03:00:00,CityA,78.93132207431593,7.64,65.8,2.62,0.094,1.147
2023-10-17 04:00:00,CityA,79.94235195125798,4.15,,3.49,0.028,0.969
2023-10-17 05:00:00,CityA,76.70612754908011,2.55,50.0,0.45,0.032,0.762
2023-10-17 06:00:00,CityA,78.25497508084189,7.37,42.2,2.74,0.008,1.2
2023-10-17 07:00:00,CityA,75.80183250838918,5.61,17.8,4.81,0.476,1.231
2023-10-17 08:00:00,CityA,63.220960379723934,2.59,45.1,3.45,0.061,0.753
2023-10-17 09:00:00,CityA,59.6385903810882,4.87,50.7,2.14,0.02,0.422
2023-10-17 10:00:00,CityA,66.04913942715454,4.19,49.5,0.61,0.005,0.997
2023-10-17 11:00:00,CityA,69.7709406424578,1.52,35.0,0.6,0.062,0.929
2023-10-17 12:00:00,CityA,86.49868100051715,4.91,20.9,3.56,0.032,1.128
2023-10-17 13:00:00,CityA,58.1827688810278,7.22,35.6,2.83,0.051,1.055
2023-10-17 14:00:00,CityA,68.99600905017512,4.63,28.8,2.59,0.057,1.204
2023-10-17 15:00:00,CityA,62.49949579933566,3.32,41.0,1.98,0.42,0.835
2023-10-17 16:00:00,CityA,81.39068959768831,6.05,42.8,2.69,0.071,1.124
2023-10-17 17:00:00,CityA,65.77898828326428,6.92,48.7,4.19,0.12,0.831
2023-10-17 18:00:00,CityA,84.19077518317233,5.5,56.5,1.63,0.252,1.253
2023-10-17 19:00:00,CityA,55.68823674426764,5.06,46.9,2.95,0.301,1.392
2023-10-17 20:00:00,CityA,57.307300531853826,6.08,60.4,2.32,0.052,0.527
2023-10-17 21:00:00,CityA,79.81021576359879,6.32,62.5,2.11,0.062,1.018
2023-10-17 22:00:00,CityA,90.40589574551217,3.9,69.4,2.61,0.254,1.209
2023-10-17 23:00:00,CityA,70.84086814342018,3.88,60.1,2.41,0.032,0.98
2023-10-18 00:00:00,CityA,72.43772689844609,2.5,75.8,0.56,0.076,0.856
2023-10-18 01:00:00,CityA,82.10848631214722,2.32,58.2,1.62,0.088,1.038
2023-10-18 02:00:00,CityA,77.96122786898299,6.88,55.6,0.89,0.034,1.301
2023-10-18 03:00:00,CityA,65.5598405392467,3.87,70.6,2.82,0.049,0.716
2023-10-18 04:00:00,CityA,73.68144564537236,2.75,53.8,3.69,0.243,1.281
